timestamp_ms,p0_n,p1_n,p2_n,p3_n,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,temp_c
45780,1.85,4.43,59.74,38.55,12.6,-201.6,872.1,16.44,-9.69,-6.3,30.97
45800,3.21,2.91,47.72,54.91,-26.9,-135.9,927.8,14.29,-25.97,-1.73,30.74
45820,3.29,5.03,29.21,67.55,17.1,-182.1,985.8,5.29,-14.85,2.39,31.14
45840,4.34,0,23.3,64.8,-28.1,-102.2,1019.1,-0.97,-10.26,-0.96,31.1
45860,0,2.51,15.81,61.76,-76.9,-148.0,985.5,-8.01,-21.5,0.45,31.11
45880,1.92,0,3.28,47.72,-23.5,-135.8,988.3,-20.54,-20.49,2.25,30.82
45900,3.49,1.55,4.91,37.72,-29.2,-83.9,1000.6,-23.62,-18.04,7.33,30.86
45920,0,1.37,2.52,23.62,-97.3,-32.0,919.6,-33.7,-19.59,4.52,30.71
45940,3.76,0,0,14.07,-149.9,-66.3,1014.1,-37.76,-5.96,2.01,30.61
45960,0,2.03,2.7,11.03,-96.7,-30.5,992.6,-40.01,6.79,-0.94,30.66
45980,0.89,2.8,2.43,3.03,-80.5,37.7,1046.6,-40.64,-1.36,-2.44,30.03
46000,4.78,0,0.43,8.62,-21.9,29.7,1071.0,-45.58,12.48,-2.51,29.99
46020,1.85,2.05,0,1.24,-129.1,58.4,992.9,-37.93,8.75,-5.12,29.61
46040,3.35,2.38,3.38,0,-34.3,85.3,942.6,-33.46,14.76,-6.49,29.11
46060,3.4,0,0,2.55,-0.9,223.4,1038.8,-22.9,22.54,-5.11,29.45
46080,0,0,0,0,-47.9,206.2,982.2,-14.46,11.57,-4.06,28.47
46100,0,0,0,0,-24.0,68.9,1031.8,-2.07,22.16,0.24,28.28
46120,73.53,30.45,7.89,5.43,-69.6,146.3,995.0,1.43,22.08,-0.77,28.01
46140,66.8,31.59,8.25,0,125.4,240.3,978.0,12.63,22.65,1.85,28.55
46160,43.3,43.73,27.11,0,-5.1,155.4,863.2,16.8,6.89,2.28,28.81
46180,23.9,59.51,32.78,0,125.0,115.4,861.6,28.82,11.88,6.35,28.97
46200,9.51,52.86,42.38,1.86,149.1,14.0,812.8,32.03,15.62,4.73,29.4
46220,1.43,57.34,64.54,4.38,72.5,148.4,788.0,39.24,-3.62,-2.75,29.99
46240,2.67,42.69,71.75,0.47,67.4,65.0,783.4,43.44,3.64,3.5,29.8
46260,0,32.36,77.19,7.22,97.5,-25.2,835.4,36.15,-10.28,-0.8,29.98
46280,1.86,19.63,86.24,14.49,77.8,-152.9,813.6,32.63,-17.38,-3.38,30.4
46300,5.06,16.48,83.98,25.13,193.5,-50.0,783.1,28.83,-8.02,-6.14,30.44
46320,1.65,2.37,70.49,31.86,10.3,-5.0,854.2,29.49,-7.1,-5.65,30.66
46340,2.85,5.11,55.2,49.67,67.4,-88.1,868.5,25.5,-14.36,-5.77,30.82
46360,0,7.64,39.17,64.43,66.3,-137.9,936.9,14.79,-10.11,-5.89,30.69
46380,2.54,2.3,29.22,62.01,64.0,-179.1,998.0,0.69,-26.19,-1.3,31.22
46400,0,1.19,18.54,58.37,-95.8,-138.8,997.6,-3.59,-20.83,4.52,30.63
46420,0,2.86,10.82,59.88,-43.0,-80.9,1048.0,-15.38,-16.16,3.01,30.81
46440,0,0,8.13,40.31,-183.8,-139.0,1005.2,-17.5,-18.95,2.31,31.24
46460,0.26,3.56,2.81,32.55,-7.9,-175.3,1001.8,-29.02,-15.54,2.81,30.53
46480,2.01,0,0.82,14.75,-149.4,-108.1,1001.9,-32.65,-14.37,9.02,30.65
46500,3.83,0.14,0,10.71,-97.9,-7.3,1033.1,-36.42,-8.68,5.19,29.95
46520,2.47,5.3,3.48,7.1,-69.2,-66.3,1009.4,-38.98,3.16,0.62,30.49
46540,7.17,0,0.96,1.33,-137.3,29.6,1010.6,-35.06,10.03,-0.59,29.98
46560,0,4.01,0,1.84,-41.2,23.8,1009.3,-42.81,7.09,-0.71,29.94
46580,1.03,6.59,0,5.64,-141.8,27.8,1038.7,-32.47,17.88,-5.84,29.33
46600,5.24,3.73,6.52,0.12,8.0,170.7,1019.4,-32.14,20.83,-5.46,29.47
46620,3.29,0,4.22,0.63,-59.6,74.7,1008.8,-18.88,15.18,-2.26,28.93
46640,0,0,3.2,0,-32.4,65.9,1013.3,-11.6,17.27,-4.94,28.24
46660,0,0,3.14,1.4,58.9,86.2,929.1,-1.46,10.19,3.72,28.26
46680,74.54,25.09,19.74,0,-29.5,305.2,959.8,8.22,13.76,0.45,28.27
46700,55.08,36.57,17.43,0,28.0,173.1,951.1,12.44,20.55,4.54,28.66
46720,45.14,50.58,18.3,0,115.3,30.6,864.1,20.81,14.81,3.01,28.71
46740,21.33,57.23,39.57,1.49,157.7,171.0,847.3,28.99,15.25,7.57,29.19
46760,11.06,62.53,53.31,1.64,41.4,97.1,909.6,39.62,18.89,4.75,29.68
46780,1.05,51.03,68.69,1.09,23.7,26.5,811.7,39.64,-6.91,2.14,29.94
46800,0,46.09,79.17,1.37,92.7,-47.5,809.5,39.87,2.24,-1.29,29.99
46820,0,21.48,81.82,7.24,135.8,61.8,777.0,35.01,0.54,-1.46,30.39
46840,0,12.23,83.97,15.68,174.4,-142.4,793.4,31.46,-14.65,-3.01,30.51
46860,0.53,13.77,84.26,26.95,18.4,-72.2,834.6,31.98,-8.86,-3.59,30.5
46880,0,7.85,74.85,34.67,156.8,-118.5,836.9,28.1,-19.79,-4.93,30.53
46900,0,6.25,48.97,48.71,121.0,-232.3,901.2,21.03,-21.14,-3.93,31.35
46920,0,6.73,41.11,65.7,62.9,-242.5,998.4,8.34,-26.94,-2.18,31.1
46940,0.5,1.82,27.16,66.67,-23.4,-99.0,952.7,2.88,-20.79,1.57,30.81
46960,0.11,2.33,17.51,64.17,-67.5,-66.3,1016.2,-10.33,-29.62,0.46,31.14
46980,4.32,0,3.12,58.13,-13.6,-101.3,1014.2,-9.48,-22.24,1.08,30.81
47000,2.85,0,7.53,39.22,-80.8,-130.1,998.3,-19.32,-6.49,6.41,30.91
47020,0.51,0,0,36.29,-113.8,-182.8,991.9,-30.85,-10.17,7.62,30.59
47040,0,1.27,0,14.13,-145.8,-78.9,997.7,-35.1,-1.67,5.54,30.41
47060,0,0,0,10.02,-77.2,-87.8,1029.1,-31.8,-4.47,2.54,30.17
47080,2.62,3.14,0,9.99,-16.9,-5.0,1047.2,-40.21,5.72,-2.74,30.0
47100,0,0,1.72,0,-23.0,33.0,970.2,-39.39,1.21,-1.85,30.09
47120,4.41,3.26,1.56,2.66,-92.4,97.6,1027.4,-36.18,12.23,-5.5,29.45
47140,1.48,0,2.03,0.07,-100.0,20.1,1004.1,-35.03,10.57,-6.56,29.54
47160,0,0,0.01,0,-54.8,146.5,1036.5,-28.31,12.45,-2.89,28.82
47180,1.32,0,0,0,13.4,210.1,954.9,-23.97,23.05,-5.04,28.87
47200,0,1.72,0,0,-15.4,137.8,998.8,-12.22,14.71,2.38,28.14
47220,1.7,0.24,2.62,0,16.4,165.0,972.6,0.5,22.92,2.57,27.83
47240,74.04,30.97,8.84,0,15.7,198.4,926.3,6.17,15.37,3.85,28.26
47260,59.39,44.95,16.05,0,101.9,205.2,952.6,16.58,13.57,4.14,28.41
47280,36.85,51.62,24.0,4.04,24.7,132.9,867.6,28.22,18.9,7.09,28.9
47300,16.53,56.05,39.6,0,89.3,58.0,867.8,34.38,16.77,6.14,29.3
47320,8.07,56.34,53.32,0.2,9.8,43.1,820.6,33.96,11.28,4.66,29.7
47340,3.5,50.64,72.84,0,92.3,45.1,800.8,45.25,4.92,1.71,30.26
47360,0.17,35.37,74.58,1.86,126.6,-37.9,780.7,41.22,-1.28,3.17,29.76
47380,0,24.9,82.04,8.17,86.7,-78.4,809.6,36.69,-5.74,-2.67,30.05
47400,0,15.39,80.77,15.55,52.9,-27.6,828.9,34.89,-7.25,-3.05,30.18
47420,4.94,6.8,80.05,28.99,136.2,-191.7,834.3,29.02,-8.04,-6.13,30.78
47440,0,2.06,65.56,38.88,57.0,-185.6,913.8,23.68,-14.79,-2.97,30.82
47460,0,5.72,52.35,55.5,-32.2,-92.0,962.3,17.75,-12.51,-3.22,31.06
47480,0.01,0,38.38,56.89,-16.8,-241.8,971.1,4.03,-14.5,-4.94,30.91
47500,0,0.89,20.85,67.17,-11.0,-217.2,1033.3,2.94,-21.65,-0.39,31.12
47520,1.19,0,11.4,63.6,-88.0,-187.4,1030.5,-12.77,-21.41,1.42,31.39
47540,0,0,7.64,53.3,-114.3,-171.2,1004.7,-15.19,-9.71,3.79,30.55
47560,0,0,2.33,39.33,-92.4,-90.2,1023.0,-19.98,-11.34,1.71,30.85
47580,0.87,0.37,2.03,29.0,-38.0,-44.7,1017.1,-31.04,-17.63,4.96,30.55
47600,0,0,2.17,16.27,-102.7,-109.4,971.9,-37.37,-6.83,4.64,30.7
47620,4.95,2.05,0,9.7,-91.5,-97.0,982.9,-40.5,-8.63,1.66,30.25
47640,2.08,0,3.86,2.15,-145.0,27.0,991.8,-38.23,0.64,-0.33,30.2
47660,0,0,0,0,-111.3,-31.7,1022.1,-35.88,6.48,1.57,29.74
47680,2.94,0.65,0,0.36,-148.4,75.4,959.8,-39.02,14.26,-5.32,29.26
47700,0,0,0,0.2,-95.7,62.4,1033.0,-32.85,15.86,-5.61,29.22
47720,0,1.13,0,0,-158.7,6.2,949.9,-23.11,12.91,-4.54,29.07
47740,0,0,2.94,0,45.7,111.0,967.0,-16.44,10.2,-3.22,28.83
47760,0,0,1.66,0,-15.1,136.4,938.2,-8.19,12.43,-1.62,28.23
47780,74.91,21.08,2.05,0,88.0,131.7,984.5,2.88,17.27,-0.22,27.57
47800,71.97,34.89,10.22,0,78.7,127.6,937.2,10.18,22.82,2.49,28.49
47820,49.02,44.72,24.56,0,14.5,155.7,886.6,20.6,21.43,5.04,28.49
47840,32.97,54.51,28.2,0,26.5,158.2,875.0,18.77,14.96,2.87,28.85
47860,17.55,54.28,38.38,0,86.5,128.9,824.8,35.03,18.65,5.0,29.61
47880,7.2,54.58,57.76,2.08,70.5,67.5,816.1,40.06,-1.92,1.91,29.76
47900,3.05,45.97,74.19,5.78,172.8,53.5,795.6,38.48,3.14,2.06,30.2
47920,3.37,34.06,81.07,6.55,48.1,-11.9,752.2,41.67,-2.88,-1.29,29.77
47940,0.3,26.85,84.34,10.96,78.4,-14.1,815.6,42.56,-5.58,-5.48,30.58
47960,1.15,18.27,79.06,14.52,37.4,-53.8,812.6,34.99,-7.81,-3.62,30.72
47980,0,12.34,75.94,31.16,94.2,-85.5,859.6,28.45,-13.13,-5.06,31.04
48000,6.99,4.47,63.05,43.73,39.4,-152.6,875.6,25.46,-12.51,-6.24,30.82
48020,0,2.85,47.02,60.87,12.4,-55.2,848.4,21.75,-19.11,-1.97,30.87
48040,0,4.23,30.56,66.31,-40.7,-138.5,964.1,7.19,-26.09,0.23,30.67
48060,0.07,5.97,20.21,64.38,21.5,-119.0,1005.4,0.39,-24.72,0.78,31.09
48080,0.32,0,7.8,65.69,-51.8,-171.9,920.1,-9.68,-11.77,4.82,31.08
48100,0,0.61,8.41,53.59,-3.0,-147.5,1031.3,-20.65,-11.03,3.09,30.97
48120,0,4.69,6.17,37.8,-36.1,-134.1,1044.2,-26.85,-19.97,5.84,30.74
48140,0.73,1.11,1.08,17.4,-118.6,-137.5,1002.9,-36.06,-6.58,6.17,30.71
48160,0,2.84,0,12.24,-110.9,-107.0,976.7,-33.01,-3.04,7.39,30.75
48180,1.68,0,2.78,6.64,-102.0,-34.8,1007.5,-40.58,-7.15,0.97,30.47
48200,0.81,0,0.01,3.48,-12.8,20.6,1017.9,-38.34,-0.35,1.44,30.49
48220,0,1.03,1.87,6.29,-123.1,-5.0,1039.9,-40.13,9.52,-2.53,30.02
48240,2.35,1.06,1.65,0,-57.4,70.2,979.5,-37.01,20.95,-4.56,29.56
48260,0,0,0,4.72,-6.8,67.8,1061.6,-28.68,8.28,-3.53,28.61
48280,0,0,0,2.68,-52.2,72.1,980.0,-22.34,21.97,-4.36,28.73
48300,0.5,0,2.95,0,-88.4,141.6,956.7,-9.28,12.83,-3.37,29.03
48320,0,0,0,1.39,-18.8,190.3,1015.0,-6.68,10.67,-3.15,28.14
48340,74.44,23.21,9.43,1.1,-10.3,202.2,961.7,-1.36,20.06,-0.52,28.01
48360,58.18,35.64,14.36,0,104.7,109.1,991.6,10.2,21.87,5.21,28.27
48380,53.3,49.19,21.85,6.71,154.2,135.4,941.1,17.8,19.22,6.89,28.75
48400,27.18,54.64,30.51,0,165.1,221.3,861.9,28.51,18.55,5.93,29.17
48420,15.05,58.65,41.5,0,109.7,89.4,897.1,31.3,24.96,3.47,29.3
48440,6.29,65.57,61.63,4.87,154.9,83.8,755.7,33.08,5.75,3.03,29.69
48460,1.83,42.14,69.93,0.02,97.6,81.4,797.8,36.96,7.81,4.26,30.02
48480,0,32.36,78.95,7.8,80.6,54.0,820.5,38.8,-1.04,-2.23,30.11
48500,0,20.43,86.25,9.53,78.2,-45.2,790.6,35.35,-12.31,-2.24,30.22
48520,1.47,12.15,81.56,24.16,200.3,-92.4,820.4,35.58,-9.59,-3.9,30.81
48540,1.39,7.67,73.65,31.27,92.9,-45.4,800.8,27.78,-7.42,-6.86,30.67
48560,3.71,6.74,58.97,47.26,148.6,-155.4,882.2,26.16,-13.38,-3.37,31.0
48580,4.96,0,45.31,56.62,4.3,-130.1,967.2,11.66,-27.02,-2.64,30.98
48600,0.79,0,33.01,61.96,64.7,-70.3,1008.9,7.25,-8.41,-1.56,31.11
48620,0,0,24.46,65.17,-26.0,-113.1,962.5,-5.64,-15.05,-0.59,31.23
48640,0,0,16.05,57.15,-60.2,-115.1,1037.9,-10.63,-13.3,5.36,31.3
48660,0,0,5.97,48.8,-115.8,-65.7,1041.0,-22.48,-15.56,8.39,30.83
48680,2.63,0,0,32.13,-76.6,-71.5,1025.5,-25.88,-20.49,2.72,31.04
48700,0,2.54,3.35,23.18,-37.4,-50.9,1008.9,-39.84,-1.85,7.09,30.88
48720,0,0,4.88,10.16,-98.2,12.3,1036.8,-35.36,-7.85,0.18,30.38
48740,3.44,2.67,0,0,-63.3,53.1,1015.8,-37.53,-13.26,0.33,30.08
48760,0,0,2.77,3.88,-198.2,-3.9,988.0,-43.23,1.43,-2.79,29.93
48780,0,0,0,0,-162.9,-1.5,991.5,-30.83,4.58,-1.91,29.98
48800,0,0.93,0.14,1.56,-113.3,101.6,1052.7,-32.08,11.58,-3.34,29.55
48820,1.22,0,2.2,0,-12.5,164.6,981.6,-31.72,21.04,-4.27,29.11
48840,0,0.29,0.5,2.61,-19.5,124.2,952.4,-25.84,4.88,-3.53,28.73
48860,1.66,2.85,0.45,0,-24.2,139.9,1005.0,-11.61,23.48,-1.42,28.52
48880,1.1,0,0.77,0,20.3,269.4,976.6,-4.02,23.65,-1.1,28.31
48900,70.1,24.96,2.36,0,54.6,125.3,967.2,0.62,19.31,5.26,28.12
48920,61.91,40.38,17.29,0,121.5,129.9,975.6,9.11,16.99,6.6,28.38
48940,46.9,52.52,22.78,0,70.6,113.0,870.2,18.06,11.42,3.85,28.93
48960,23.7,56.02,34.41,0,11.7,135.8,820.9,31.65,17.27,7.67,28.88
48980,10.06,58.27,46.33,2.57,117.2,72.3,787.5,35.86,13.0,2.54,29.47
49000,6.75,54.36,62.97,1.04,162.2,41.6,853.6,32.75,10.83,6.31,29.69
49020,0,41.12,71.58,5.03,57.7,-69.5,823.1,41.03,-1.17,1.51,30.22
49040,0,35.64,84.98,7.84,121.6,20.1,785.4,41.06,0.8,-0.45,29.8
49060,0,14.72,79.41,12.66,42.7,-68.5,806.1,35.41,0.26,-2.02,30.57
49080,2.26,14.68,84.36,21.41,75.8,-116.0,868.2,30.33,-18.53,-8.88,30.42
49100,3.26,8.43,68.24,35.5,108.8,-96.7,846.0,26.63,-12.12,-5.91,30.82
49120,0.16,0,59.4,55.43,93.0,-102.9,952.9,21.43,-15.1,-5.41,31.32
49140,1.04,0,36.55,57.99,127.5,-197.9,972.7,10.17,-28.47,-3.71,31.3
49160,0,0,28.8,65.41,0.6,-190.3,984.0,2.15,-14.78,-1.18,31.19
49180,0,0,19.63,63.98,38.9,-252.6,1032.6,-4.78,-17.28,6.88,31.42
49200,2.28,0,12.35,52.88,13.3,-136.2,1022.2,-15.63,-17.97,1.73,30.62
49220,1.46,0,8.82,45.76,-108.4,-160.9,997.0,-23.79,-16.43,3.93,30.96
49240,0,0,2.17,25.37,-34.0,-74.2,989.8,-29.24,-16.03,7.81,30.75
49260,0.42,1.32,0.09,17.25,-128.9,-158.7,994.8,-37.87,-3.52,7.41,30.41
49280,1.52,0,0,14.52,-193.7,-79.2,971.8,-34.76,-4.05,1.3,30.31
49300,0,0,0,6.03,-126.7,-48.9,1007.9,-39.61,-5.02,-1.42,29.92
49320,0,1.43,1.24,1.89,-116.2,-17.3,989.1,-35.32,0.4,0.73,30.05
49340,0,2.61,0,0,-138.6,133.7,1039.1,-38.26,0.71,-4.39,29.53
49360,0,0,5.24,0,-116.6,124.6,992.9,-29.46,3.01,-1.55,29.27
49380,1.82,0,0.2,0,-36.5,93.0,1006.7,-21.11,15.28,-9.52,29.24
49400,1.56,0,0.07,1.97,-72.4,114.8,1027.5,-21.47,8.53,-5.6,28.67
49420,0,2.03,1.48,1.8,-102.1,131.4,991.7,-5.49,10.25,-3.19,28.52
49440,0,2.88,0,0,-67.7,186.9,1039.6,1.02,23.93,-2.33,28.09
49460,75.68,29.77,8.4,0.92,79.1,105.6,956.6,10.4,12.75,-0.11,28.17
49480,60.4,40.97,13.16,1.37,-7.2,246.1,907.9,16.81,20.43,3.22,28.68
49500,39.58,52.58,25.47,0,143.7,123.5,879.4,21.36,14.34,6.6,28.64
49520,19.14,57.06,34.21,0,64.3,122.9,860.4,32.64,10.84,6.01,29.63
49540,7.97,57.93,49.44,0.21,18.7,10.0,839.3,35.77,3.06,3.06,29.6
49560,3.11,54.89,63.44,3.85,53.6,26.0,772.8,33.81,4.26,3.17,29.86
49580,0,37.16,76.7,7.09,206.1,3.5,820.7,41.93,2.13,1.48,30.08
49600,0,23.67,87.47,6.14,65.1,-135.3,760.3,36.01,3.31,-1.88,30.22
49620,1.01,16.84,86.69,14.32,100.0,-57.3,839.5,35.19,-11.27,-1.71,30.75
49640,0,12.21,76.37,24.88,-59.8,-103.8,809.9,34.72,-19.85,-1.48,30.49
49660,0,8.01,71.27,40.41,50.3,-137.3,885.9,24.4,-12.35,-6.34,30.63
49680,1.55,2.05,52.13,52.63,86.5,-43.2,934.7,15.38,-21.86,-4.31,30.84
49700,0,4.99,38.73,59.71,38.1,-260.0,927.5,10.4,-23.57,-2.29,30.94
49720,3.85,2.8,28.7,66.65,-9.8,-197.7,1019.5,-2.25,-24.58,-2.38,30.9
49740,0,1.74,19.38,65.78,-28.5,-52.6,983.3,-7.28,-20.51,0.61,30.77
49760,0,0,5.63,50.04,-38.7,-125.3,1056.6,-17.19,-22.18,-0.03,30.98
49780,0,0.53,9.48,47.1,-94.5,-129.8,1027.7,-22.01,-12.75,5.22,30.71
49800,0,0,2.53,28.88,-63.3,-34.2,958.4,-29.34,-13.98,5.46,30.83
49820,7.47,1.27,0,13.56,-136.9,-36.8,1035.6,-34.7,-6.94,5.8,30.38
49840,0,0,0,7.1,-62.1,-90.4,968.1,-35.75,-10.86,0.17,30.55
49860,0,0,0,4.79,-63.9,-85.1,1040.9,-41.63,3.78,2.51,30.15
49880,0,0,0,9.19,-177.2,-26.3,1006.6,-37.01,-2.13,-2.03,30.01
49900,0,4.39,0,0,-125.8,20.2,1021.5,-34.9,9.91,-4.43,29.77
49920,0,2.02,2.84,0,-51.5,-16.6,997.5,-27.78,6.58,0.87,29.22
49940,0,2.19,1.51,1.69,19.7,89.2,1035.5,-30.33,18.35,-4.13,29.1
49960,3.13,0,7.54,1.39,23.2,216.2,976.6,-16.04,13.14,-1.9,28.48
49980,1.01,2.59,0,0,-80.1,135.1,1008.1,-7.47,17.6,-3.79,28.67
50000,77.45,22.61,4.73,1.3,32.6,71.5,1008.6,-0.09,15.64,-1.51,27.85
50020,73.92,33.15,12.26,0.74,69.7,175.5,922.3,9.51,12.51,2.93,28.05
50040,52.92,46.2,13.22,3.32,67.2,47.4,966.8,19.33,18.82,4.06,28.55
50060,36.21,49.81,30.58,2.96,21.1,93.9,831.7,23.26,21.64,5.01,28.75
50080,18.3,58.19,40.86,0,138.9,77.8,823.1,28.91,10.75,4.97,29.46
50100,6.4,55.82,50.68,0,-48.0,108.0,810.5,39.31,6.9,4.22,29.7
50120,0.68,45.06,65.0,0,101.7,24.7,795.3,38.84,4.22,1.26,29.91
50140,0,32.46,78.92,6.07,120.1,2.5,814.8,42.97,18.65,4.18,29.91
50160,0,26.71,87.01,12.41,144.5,-73.1,763.0,41.39,-4.81,-3.17,30.19
50180,1.08,15.55,82.34,20.49,15.8,40.5,896.8,35.99,-4.63,-5.68,30.63
50200,0,6.39,76.14,23.25,-43.2,-4.3,827.2,36.76,-15.87,-4.52,30.77
50220,0,3.09,62.1,43.76,145.7,-153.3,926.8,16.95,-11.74,-3.68,31.04
50240,0,0,48.33,58.01,55.3,-21.2,879.3,19.21,-14.58,-5.21,30.85
50260,3.34,1.98,33.68,62.78,5.6,-165.2,1016.7,2.44,-14.91,-2.63,31.13
50280,1.77,0,26.97,64.67,-12.9,-170.6,966.7,-4.02,-15.64,2.0,31.37
50300,0,0,12.2,62.88,27.6,-89.0,988.5,-10.72,-26.37,1.82,30.62
50320,0,0,8.92,50.88,-65.5,-155.7,995.3,-19.57,-8.06,2.34,30.55
50340,2.53,3.25,5.41,39.09,-79.5,-93.7,968.8,-27.03,-9.47,6.17,30.59
50360,2.57,1.71,4.79,16.62,-77.0,13.8,985.0,-34.37,-16.82,3.74,30.75
50380,0,0,1.75,13.45,-198.7,-83.7,1037.9,-41.89,-15.39,4.73,30.47
50400,0,4.79,0,9.65,-37.6,-50.7,973.6,-44.77,-6.21,1.29,30.2
50420,0,2.4,0,1.2,-93.2,21.3,1031.5,-41.97,11.83,-0.96,30.27
50440,0,0,6.9,6.24,-91.8,80.6,1034.0,-33.81,4.97,-2.52,29.76
50460,0.98,0,1.02,0,14.7,167.4,972.1,-39.13,18.26,-4.07,29.54
50480,0,0,4.82,0,-149.1,140.8,1052.6,-29.41,16.69,-5.13,29.01
50500,0,0,5.74,0,25.6,96.5,999.4,-20.96,30.28,-5.7,28.74
50520,0,0.8,0.4,0,20.7,92.7,950.0,-19.65,15.44,-4.03,28.41
50540,5.18,0,0.45,2.58,-8.7,189.3,987.1,-4.73,18.47,-0.6,28.44
50560,77.17,23.4,2.35,0.91,-32.9,130.5,956.4,-2.07,20.61,-2.36,27.64
50580,66.23,33.34,10.06,0.67,55.4,144.3,993.5,15.27,30.51,5.47,28.7
50600,48.42,49.79,24.34,0,25.1,113.5,933.7,17.18,11.26,5.51,28.78
50620,34.52,58.68,31.57,1.39,22.7,126.9,882.0,31.35,24.0,4.88,29.08
50640,14.4,57.64,34.41,2.68,68.5,110.2,875.1,33.3,15.25,4.98,29.76
50660,9.75,56.71,58.36,2.2,50.6,66.1,874.1,39.8,7.34,4.35,29.82
50680,1.31,44.85,72.75,0.38,59.8,75.5,781.5,38.1,4.05,1.13,29.92
50700,1.84,31.73,77.58,6.88,48.9,-113.0,815.8,39.71,1.68,-2.96,30.24
50720,0,22.36,84.85,11.08,16.9,-63.7,834.7,38.04,-15.58,-4.65,30.11
50740,0.83,8.15,76.64,17.15,88.2,-61.5,782.7,43.82,-7.48,-3.49,30.6
50760,2.1,8.1,75.98,31.32,13.0,-121.0,838.8,24.64,-9.62,-4.97,30.64
50780,0,3.46,64.7,43.35,51.7,-224.9,922.7,20.1,-16.3,-6.05,30.72
50800,0,0,43.78,60.22,26.0,-95.7,949.2,15.61,-18.04,-4.34,30.79
50820,0,2.56,30.86,63.38,64.2,-163.3,969.8,12.07,-19.81,-3.36,30.67
50840,0.75,5.88,19.64,67.77,-7.3,-183.8,1007.7,-2.84,-18.55,-0.39,31.08
50860,2.48,0.26,18.08,59.54,-5.2,-82.6,1033.2,-14.22,-11.86,2.78,31.21
50880,3.26,0,9.15,49.69,-53.8,-164.5,1000.3,-24.2,-17.58,2.72,30.84
50900,0,0,5.64,34.85,-150.9,-101.5,998.5,-23.53,-20.35,3.87,30.49
50920,3.81,0,2.23,19.79,-161.6,-52.8,1032.9,-33.9,-16.44,-0.04,30.66
50940,0,0,1.58,17.24,-50.7,10.6,1030.4,-36.32,-18.36,5.31,30.79
50960,0.79,0,6.04,9.16,-142.0,-136.0,1028.4,-44.39,0.62,1.52,30.01
50980,0.38,0,0,0,-17.0,31.5,990.6,-41.3,1.95,0.96,30.24
51000,1.7,2.58,0,4.31,-153.6,58.2,1040.1,-39.58,5.15,-3.7,29.68
51020,0.33,4.82,1.91,4.62,-109.7,44.0,1024.6,-39.57,15.57,-2.19,29.25
51040,1.76,0,0.22,0,-219.2,14.3,1077.9,-33.74,11.07,-2.53,29.22
51060,0,1.31,3.22,0,-112.9,68.0,1036.7,-25.92,22.18,-7.03,28.83
51080,0,0.45,5.29,0,-66.5,116.1,989.6,-14.71,19.08,-3.8,28.55
51100,0,1.74,3.39,0.11,-74.1,73.4,976.0,0.14,16.02,-1.25,28.41
51120,69.97,29.34,7.77,2.27,17.5,140.6,964.2,5.81,22.0,0.08,28.38
51140,64.54,37.9,15.04,0,21.1,123.1,951.5,11.17,13.39,1.41,28.76
51160,38.73,46.42,18.48,1.29,62.2,153.0,895.4,25.62,22.51,4.24,29.09
51180,24.35,54.44,29.04,3.91,35.6,153.2,899.4,31.6,18.28,3.94,29.18
51200,12.54,56.64,51.33,0.87,20.0,49.7,839.6,33.1,12.34,4.76,29.22
51220,4.35,53.09,65.54,0,73.5,92.8,805.5,37.18,6.1,-0.54,29.67
51240,0.07,37.99,69.21,3.71,104.3,-8.2,815.5,41.97,-0.5,2.63,30.05
51260,0,30.97,83.02,11.79,109.1,4.5,766.5,35.56,1.99,-0.86,29.73
51280,0,18.41,85.27,18.33,-24.9,-69.8,765.3,37.29,-10.68,-2.89,30.41
51300,0,12.96,77.13,23.56,85.2,-180.1,802.0,30.47,-11.88,-7.54,30.37
51320,1.24,6.25,68.24,36.96,6.4,-66.7,855.3,27.52,-13.73,-5.76,30.66
51340,0,1.86,60.83,47.78,51.5,-90.5,914.9,19.6,-15.55,-2.61,31.11
51360,0,1.17,40.0,54.45,13.9,-144.7,952.5,11.56,-17.36,-1.06,30.8
51380,5.86,0,23.8,66.45,103.0,-160.0,1043.7,7.89,-23.84,-1.39,30.72
51400,3.55,0.4,19.37,55.26,-51.2,-208.4,953.6,-7.6,-12.78,1.45,31.15
51420,0.91,2.8,11.38,60.05,-24.6,-123.4,1024.9,-14.87,-17.3,0.29,30.99
51440,1.44,2.71,1.7,41.03,6.5,-88.2,1058.9,-16.46,-21.37,6.5,30.81
51460,0,0,0,30.86,-77.6,-73.9,950.8,-27.73,-15.06,5.99,30.76
51480,1.94,0,3.92,22.97,-23.6,-29.3,1010.1,-31.79,-13.29,5.1,31.02
51500,0,2.72,0.14,6.75,-88.5,-99.6,1002.9,-35.78,-9.42,3.29,30.52
51520,0,0,0,4.54,-147.1,-55.7,995.0,-39.67,-0.13,0.17,30.24
51540,3.08,0,0,6.11,-45.8,22.5,1030.5,-40.7,3.18,-3.38,30.46
51560,0,0,0,0,-77.4,116.8,990.7,-36.54,8.44,1.08,29.89
51580,1.27,0,0.57,0.35,-19.8,128.5,1034.9,-35.28,13.43,-5.87,29.33
