timestamp_ms,p0_n,p1_n,p2_n,p3_n,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,temp_c
35460,77.48,27.04,1.02,2.19,-33.0,171.1,1033.1,7.05,23.54,3.57,28.21
35480,67.97,33.36,17.03,4.32,-36.4,234.3,918.1,8.59,15.9,5.5,28.36
35500,48.19,44.92,18.05,0,130.3,191.5,886.7,15.86,15.95,7.5,28.69
35520,27.82,51.99,34.35,0,58.8,68.4,872.7,19.42,11.26,4.43,28.88
35540,12.29,58.74,43.04,0,81.8,118.8,789.3,27.77,8.74,0.02,29.65
35560,6.04,56.79,63.0,0,120.4,14.7,763.0,27.57,7.7,4.77,30.0
35580,1.93,41.61,74.35,6.14,237.2,114.9,833.2,30.44,0.6,-2.67,30.26
35600,0,32.27,81.07,0.01,210.7,9.0,781.1,26.38,-9.14,1.06,30.49
35620,0.48,22.25,84.97,12.56,62.5,-66.7,752.4,27.36,-14.58,-2.84,30.31
35640,0,7.93,79.34,26.67,117.3,-115.3,817.9,23.66,-7.46,-2.94,30.31
35660,0,11.84,73.78,32.18,46.0,-164.3,861.0,23.55,-15.14,0.3,30.8
35680,0,1.83,56.54,47.03,45.4,-185.5,873.2,18.9,-13.8,-4.34,30.88
35700,1.1,0,40.63,61.52,113.5,-132.8,907.1,12.29,-15.66,-3.95,30.66
35720,3.13,0.84,28.08,66.24,-40.2,-214.2,1013.3,-3.15,-13.61,-0.08,30.8
35740,0,2.6,18.99,65.19,26.7,-189.4,997.6,-3.59,-26.59,0.53,30.67
35760,3.27,0,14.73,58.84,21.2,-133.4,957.0,-9.66,-15.63,4.56,31.25
35780,0,0,6.93,37.73,-71.8,-62.7,1023.8,-21.07,-17.42,4.18,30.77
35800,0,1.17,4.58,33.41,-3.0,-143.7,1063.0,-19.69,-17.94,2.82,30.83
35820,0,3.15,2.48,20.55,-84.0,11.5,1000.7,-32.16,-15.45,1.14,30.54
35840,3.01,0,2.63,7.12,-73.9,-47.4,999.8,-29.61,-0.8,-0.02,30.39
35860,0,1.3,0,3.34,-62.0,-45.9,1002.5,-29.41,-2.9,-1.61,30.22
35880,0,1.22,5.66,0,-168.6,1.5,1048.4,-30.3,3.7,0.46,30.21
35900,2.44,0,0,2.14,-96.0,94.5,1061.8,-25.98,-3.03,-5.0,29.77
35920,0,3.04,2.82,0,9.0,124.0,996.2,-21.69,14.43,-3.88,29.48
35940,0,1.56,0,0.83,-55.4,186.1,1001.4,-15.39,14.81,-4.97,29.21
35960,3.48,2.83,3.47,0,-52.9,141.7,1055.0,-13.25,16.05,-3.15,28.59
35980,3.25,3.31,0,0,-95.7,79.8,972.6,-4.69,23.67,-2.73,28.73
36000,74.64,21.71,4.66,3.39,-69.7,248.0,1065.7,3.18,20.64,-1.25,27.97
36020,73.71,33.66,10.11,0,19.4,83.9,943.4,10.12,12.63,3.82,28.63
36040,56.07,41.21,14.23,2.84,173.5,84.4,946.6,17.37,16.44,5.48,28.68
36060,35.41,53.07,33.29,0.84,42.9,198.9,927.5,25.26,22.99,5.05,28.97
36080,19.98,58.77,37.61,0,25.6,72.2,870.3,25.76,9.61,3.89,29.39
36100,7.89,58.36,58.99,0,71.0,83.8,817.3,25.83,13.37,-1.98,29.36
36120,1.25,51.19,69.66,0,23.1,-4.4,798.5,29.42,0.47,1.06,29.92
36140,2.55,29.02,84.57,7.36,91.1,18.9,772.2,32.61,-0.59,-1.31,30.37
36160,0,22.78,86.04,7.86,209.7,5.5,829.1,28.38,-6.05,0.64,30.14
36180,1.57,10.98,86.29,23.93,88.7,-161.8,865.0,26.93,-16.92,-4.02,30.71
36200,0,6.5,64.07,29.7,103.9,-173.6,827.5,24.29,-8.16,-4.78,30.96
36220,1.41,5.9,62.64,44.16,0.9,-132.1,859.3,21.4,-16.48,-4.83,30.49
36240,0,4.56,44.18,58.2,42.5,-32.3,915.2,11.83,-19.37,-1.81,31.0
36260,0,4.01,29.06,63.88,19.7,-135.0,989.4,8.18,-16.56,-4.49,31.38
36280,0,0,19.51,65.74,-1.2,-170.5,1039.2,-8.1,-12.9,0.33,30.63
36300,0,0,14.93,58.34,-65.6,-107.5,1047.1,-10.6,-9.54,0.96,30.81
36320,0,0,5.92,45.15,58.6,-181.8,1010.0,-13.77,-17.91,5.45,31.21
36340,0,0,0.7,31.28,-76.3,-49.8,1047.4,-17.28,-20.49,2.64,31.21
36360,1.03,0,5.56,28.48,-66.2,-30.0,934.3,-22.72,-8.35,7.46,30.38
36380,0,2.5,1.34,17.17,-24.2,-110.7,970.1,-26.86,-11.06,7.29,30.81
36400,0,0,0,6.96,-94.0,-50.6,998.4,-32.16,-0.69,0.78,30.16
36420,2.06,1.19,2.04,2.82,-127.3,67.4,1017.6,-31.71,-3.57,-2.25,29.8
36440,0,3.02,2.58,0,-34.6,158.4,1001.9,-27.86,5.03,-4.41,29.95
36460,0,6.26,0.22,0,-61.5,43.4,1000.7,-28.0,10.67,-8.41,29.03
36480,1.73,0,2.25,2.38,49.7,61.5,1016.4,-26.23,17.37,-2.11,29.16
36500,0,0.09,0.72,1.66,-80.0,74.3,1089.3,-11.88,21.63,-4.34,28.69
36520,0,0,1.53,2.96,-32.1,210.1,1002.1,-12.5,21.98,0.17,28.27
36540,0,1.07,0,0,-67.8,67.2,1029.5,3.01,21.75,0.31,28.0
36560,71.21,28.89,4.72,0.88,35.2,198.5,915.8,3.17,18.33,0.99,28.06
36580,63.37,47.89,17.02,3.54,86.5,231.9,929.3,8.77,18.38,0.61,28.45
36600,44.65,57.62,23.52,0.83,193.1,120.7,909.7,22.44,17.06,6.63,28.82
36620,22.6,57.12,39.15,3.01,49.0,97.6,825.7,22.72,8.84,6.47,29.26
36640,9.67,57.37,53.05,0,96.7,85.7,823.3,23.77,2.4,2.68,29.28
36660,0.11,44.04,64.79,8.46,65.6,6.6,884.2,22.09,10.05,3.24,30.11
36680,0,39.31,82.69,8.57,142.3,13.9,816.7,28.68,-8.97,-0.11,29.85
36700,0,22.96,86.84,0.77,198.0,76.7,820.1,33.09,-7.67,-5.15,30.48
36720,0,16.2,85.92,16.32,66.8,-54.2,843.8,34.35,-10.4,-4.03,30.6
36740,0,11.72,78.75,30.18,121.1,-80.6,798.0,20.93,-3.93,-4.97,30.75
36760,1.4,3.88,63.2,36.59,124.8,-128.1,903.9,20.44,-13.75,-1.84,30.68
36780,0.25,0.47,46.5,57.38,76.7,-179.1,881.9,12.42,-19.8,-5.11,31.13
36800,0,0,38.4,60.46,116.4,-120.3,957.0,3.35,-23.7,0.04,30.73
36820,5.96,1.09,27.97,65.73,16.1,-153.0,969.7,-4.92,-18.91,-1.33,30.8
36840,0,2.23,17.39,61.39,-68.5,-117.3,1049.6,-10.4,-24.37,2.17,30.84
36860,1.88,2.19,13.07,49.65,-148.6,-149.9,984.0,-12.49,-16.62,5.03,31.03
36880,4.45,0.14,6.13,30.82,-119.2,-116.0,941.4,-19.41,-4.03,2.92,30.55
36900,0,0,2.96,28.04,36.2,-76.8,1035.1,-19.85,-10.89,5.13,30.8
36920,1.26,0,0,9.78,-155.3,130.2,1049.2,-30.38,-9.16,3.8,30.15
36940,0,0,5.07,1.67,-56.0,-25.6,910.5,-30.18,-5.21,4.1,30.17
36960,1.3,0,1.47,0,-152.0,-10.1,1019.0,-27.8,4.6,1.59,30.15
36980,2.93,0.68,0.06,0.09,-94.5,-5.1,962.1,-32.57,1.17,-0.56,29.93
37000,0,0.26,3.57,1.22,-38.7,102.6,939.6,-28.1,3.76,-8.01,29.78
37020,0,0,0,0,15.5,112.4,972.6,-19.36,12.35,-9.51,29.24
37040,0,2.1,0,0,37.0,164.5,939.1,-15.69,10.53,-4.82,28.71
37060,0,4.44,7.2,2.85,5.8,134.2,946.6,-10.38,20.87,-0.88,28.6
37080,0,0,0,0,-74.3,133.2,986.0,0.37,14.32,-0.04,27.76
37100,76.54,28.72,10.58,0,26.0,203.2,968.6,0.14,16.43,-1.03,28.23
37120,62.03,35.95,7.77,0,-50.0,149.5,984.0,9.03,18.92,2.15,28.74
37140,44.7,55.0,21.95,0,48.9,177.2,878.6,18.85,22.42,-0.28,29.16
37160,28.09,56.11,29.27,0,112.9,108.4,827.0,21.8,6.25,5.6,29.21
37180,9.4,59.02,49.2,0,137.5,39.7,791.6,21.88,16.34,2.93,29.49
37200,4.31,53.97,59.67,3.07,22.2,86.9,818.6,23.14,3.25,4.78,29.81
37220,5.76,37.03,81.09,1.6,0.3,65.5,785.6,25.74,0.82,-1.47,30.19
37240,2.36,31.58,82.8,6.79,120.4,-28.8,800.2,30.42,-6.1,-2.18,30.31
37260,7.26,18.47,91.49,15.99,46.1,-96.9,828.7,26.18,-14.6,-6.38,30.51
37280,0.41,9.56,81.48,19.18,114.4,-36.7,873.9,25.9,-7.07,-5.35,30.66
37300,1.05,2.15,65.06,35.12,145.1,-43.0,874.2,20.65,-14.18,-7.56,30.82
37320,0,2.45,59.2,54.97,69.4,-145.7,854.6,15.54,-13.03,-2.33,31.03
37340,0,0,44.0,62.21,55.2,-112.9,980.8,12.51,-22.94,-1.74,31.21
37360,0,0.33,26.23,60.42,56.0,-167.3,947.8,4.06,-24.47,-1.55,31.08
37380,0,0,14.89,60.1,69.9,-157.1,1000.1,-7.62,-20.13,2.2,31.1
37400,1.8,0,9.48,53.67,-24.0,-223.4,991.0,-10.62,-25.2,6.36,31.0
37420,0,0,5.87,43.95,-74.2,-248.8,1022.3,-20.0,-11.07,5.49,30.74
37440,0,1.11,0,27.15,-80.4,-65.3,1017.7,-23.95,-14.32,2.45,31.03
37460,0,2.61,0,16.26,-29.2,-68.7,1016.4,-29.2,-12.05,2.02,30.08
37480,2.02,0,1.19,11.36,-209.8,72.2,991.0,-31.2,-5.58,1.1,30.28
37500,1.35,0,0,4.47,-138.2,-42.9,984.3,-24.9,-4.55,-1.43,30.07
37520,0.81,0,7.07,1.98,77.3,96.2,998.7,-32.72,3.09,-1.97,29.77
37540,1.56,0,0.34,0,-148.4,27.5,964.2,-31.82,14.88,-6.07,29.56
37560,0.4,0,1.96,0,-93.6,55.0,971.5,-25.5,17.85,-5.86,29.42
37580,0,0,0.98,0,-91.1,98.0,963.0,-16.82,9.72,-4.49,28.91
37600,0,2.51,1.29,0,-48.7,86.8,979.1,-11.96,19.77,-1.53,28.45
37620,1.47,1.84,0,0,22.0,115.4,974.8,-2.52,20.35,0.6,28.42
37640,79.65,26.0,7.12,6.19,-32.4,135.7,977.1,0.8,27.6,2.85,27.56
37660,66.23,36.23,12.44,0.17,5.8,169.7,907.4,11.57,11.39,2.2,28.63
37680,48.13,48.78,12.38,4.11,65.8,134.3,928.8,13.87,25.5,6.54,28.53
37700,32.08,54.14,32.41,0,53.5,222.0,853.4,18.81,11.17,7.09,29.27
37720,18.69,62.2,45.51,0,218.3,62.3,803.7,31.44,17.38,8.5,29.43
37740,5.76,49.92,62.85,0,133.4,108.0,823.9,26.43,7.93,3.21,29.77
37760,0,47.19,75.62,1.06,144.5,28.4,801.4,30.69,1.92,4.3,29.78
37780,3.25,38.89,81.88,4.9,141.5,27.2,790.6,33.07,4.31,-2.29,30.28
37800,0,21.62,87.55,9.04,139.5,-48.4,781.9,25.11,-4.14,-4.03,30.43
37820,0,8.26,83.98,20.28,130.6,-143.9,809.7,24.08,-8.63,-8.81,30.93
37840,0.93,4.98,74.27,35.7,153.7,-118.2,894.1,22.67,-12.31,-3.81,30.63
37860,2.05,3.45,62.82,46.78,6.6,-68.9,881.1,11.05,-18.0,-3.14,30.82
37880,4.4,4.46,46.86,58.56,83.8,-173.0,936.9,7.88,-23.05,-0.45,30.95
37900,2.49,0.53,30.11,72.24,55.1,-208.7,972.4,1.54,-18.96,-1.71,30.7
37920,0,0,15.52,66.39,0.3,-190.9,1011.3,-0.01,-10.55,-1.44,30.86
37940,0.48,0,8.16,58.68,16.6,-74.6,1004.7,-6.73,-20.69,0.49,30.71
37960,1.62,4.03,6.96,39.46,-108.6,-184.8,979.3,-15.22,-20.18,7.02,31.15
37980,2.64,6.25,1.86,27.19,-79.5,-43.5,979.0,-21.51,-16.41,1.2,30.82
38000,1.71,0,4.49,17.94,-109.1,-35.3,1005.8,-27.62,-18.7,1.65,30.67
38020,1.57,0,3.15,6.87,-38.2,-41.2,1050.0,-25.86,-5.26,3.06,30.27
38040,0.29,0.42,2.19,7.68,-99.1,-7.1,939.8,-30.3,-6.12,0.98,30.34
38060,0,4.54,0,0,-157.2,-25.3,963.0,-28.46,4.16,0.6,30.19
38080,0,0.71,3.13,4.61,-136.5,165.4,1026.2,-25.59,9.24,-3.37,29.58
38100,3.62,1.71,0,0,-176.8,72.6,990.8,-26.12,10.41,-3.83,29.67
38120,0,0,3.13,4.71,10.3,97.7,995.1,-21.46,12.26,-3.76,29.06
38140,0.06,0.89,8.8,1.65,4.7,105.6,1014.5,-11.38,21.35,-5.08,28.66
38160,0,0,0,1.41,-75.3,134.6,979.9,-8.25,19.31,-5.64,28.63
38180,3.31,7.66,0,0.51,-89.2,49.5,1035.9,-5.64,24.0,-1.79,28.26
38200,69.53,30.19,12.28,0,-21.2,180.1,965.0,7.23,15.56,2.4,28.15
38220,57.42,44.02,20.06,5.93,-0.6,132.6,893.0,10.0,12.81,5.71,28.7
38240,32.9,55.44,25.74,0,11.0,192.5,894.2,19.71,14.16,2.27,29.28
38260,18.43,56.81,38.16,1.42,114.7,152.9,864.2,23.04,18.08,4.24,29.24
38280,7.63,57.02,57.77,3.77,88.7,96.7,807.7,28.57,10.88,2.99,29.83
38300,3.48,45.96,70.07,4.73,19.6,40.2,782.4,28.25,2.55,0.23,30.1
38320,0,37.82,77.05,2.93,36.4,46.4,738.7,26.71,6.28,-0.83,30.1
38340,0,24.54,85.74,8.63,115.3,4.0,792.2,24.88,-0.43,1.49,30.28
38360,1.33,15.18,85.64,21.36,120.4,-74.4,858.0,25.75,0.17,-6.78,30.76
38380,3.95,5.81,75.37,27.47,140.9,42.0,792.1,18.64,-17.67,-5.2,30.65
38400,3.85,4.41,65.89,44.82,20.5,-67.8,892.0,16.45,-22.41,-7.33,30.9
38420,0,2.03,49.36,55.48,51.4,-117.0,928.3,9.0,-22.1,0.43,30.44
38440,2.09,4.97,34.55,64.5,108.5,-71.4,948.3,4.28,-24.48,-0.45,30.82
38460,0,1.68,21.89,66.11,-66.0,-95.1,991.2,1.7,-18.15,0.21,30.93
38480,1.84,0,11.63,57.1,29.3,-264.6,1014.6,-4.17,-10.75,2.26,30.82
38500,0,1.73,5.02,43.44,6.8,-163.3,1057.4,-16.41,-16.43,4.12,30.81
38520,3.81,0.28,2.84,32.49,-0.5,-120.5,1035.6,-22.87,-21.98,6.55,30.68
38540,2.4,1.13,0,18.13,-145.5,-166.0,1021.1,-24.55,-19.53,6.32,30.65
38560,0,2.36,0,13.04,33.4,-7.0,978.3,-33.71,-1.22,4.94,30.46
38580,0,1.41,0,7.37,21.0,61.4,980.7,-31.11,-0.3,6.12,30.64
38600,7.75,6.58,1.26,0,-185.2,-16.3,1038.3,-28.29,-4.04,-1.34,30.34
38620,0,0,0,4.55,-42.5,144.0,1049.4,-28.12,6.34,-6.84,30.03
38640,0,0.9,0,0.85,-41.2,173.4,1047.0,-22.54,10.95,-4.3,29.56
38660,3.59,6.21,0.59,3.01,5.0,107.9,994.6,-15.37,14.85,-5.34,29.65
38680,0.38,0,0,0,-71.7,147.7,994.6,-16.04,15.58,-4.97,28.57
38700,1.17,0,3.45,0.02,-148.9,107.8,993.4,-7.44,14.08,-4.52,28.3
38720,0,0,3.35,0,88.8,268.5,1001.4,-6.21,19.26,-3.47,27.77
38740,74.31,34.94,8.84,0,-3.8,195.2,954.9,0.1,16.66,2.91,28.4
38760,55.6,33.66,15.43,3.58,24.5,166.6,942.6,7.1,21.61,3.32,28.86
38780,38.43,52.42,22.66,0,74.6,77.6,858.0,20.44,18.87,7.47,29.11
38800,24.17,54.43,35.83,2.03,92.6,67.0,832.9,25.68,9.78,4.54,28.83
38820,7.34,60.29,54.07,0,96.4,71.4,829.3,27.41,2.62,4.21,29.72
38840,6.78,50.35,71.57,0,96.8,34.0,811.5,26.68,11.34,0.55,29.99
38860,1.92,37.61,76.48,5.68,132.9,9.3,805.4,32.32,-0.31,0.75,29.95
38880,0,31.86,88.48,4.95,80.9,-89.5,784.0,26.9,-14.49,-0.45,30.1
38900,0,18.69,81.77,15.84,-22.0,-74.2,841.9,26.44,-6.16,-1.94,30.8
38920,0.45,7.01,80.68,24.57,105.0,-35.6,825.8,27.04,-13.92,-3.84,30.49
38940,3.91,0.51,69.58,40.47,143.8,-123.0,895.4,23.91,-18.88,-6.81,30.94
38960,0.42,8.19,54.94,48.81,32.5,-151.4,873.2,10.75,-9.99,-4.11,30.96
38980,3.97,3.66,40.67,66.03,47.3,-183.0,922.6,5.98,-28.81,-3.48,30.9
39000,3.21,4.48,18.08,68.39,-1.6,-184.3,967.9,3.82,-20.23,-1.09,31.01
39020,0,0,12.36,65.76,-78.8,-119.2,995.1,-6.74,-21.4,3.21,30.91
39040,1.16,0.34,4.34,54.38,-92.3,-130.7,971.8,-12.13,-18.46,5.05,31.06
39060,5.51,0.76,8.36,40.6,-79.0,-107.1,1003.4,-18.31,-14.92,6.06,31.27
39080,1.57,0.53,3.34,26.69,-75.7,-147.7,984.9,-26.69,-17.49,6.78,30.83
39100,0,0,0.9,17.45,-51.3,-19.2,968.9,-23.49,-9.48,1.39,30.58
39120,0,0,5.0,9.47,-73.3,92.5,1040.7,-21.51,-5.21,2.44,30.3
39140,1.0,0,0,5.02,-71.9,-69.9,996.6,-28.26,-2.99,0.45,30.06
39160,0,0,2.07,0,-114.2,65.9,974.3,-25.85,10.53,-1.16,29.73
39180,0,0,2.4,0,-75.8,91.0,953.8,-26.77,14.17,-4.39,29.53
39200,0,0,0,0,-109.8,47.6,1026.9,-26.9,8.83,-5.41,29.47
39220,1.5,0.31,1.43,0,-74.3,113.3,1066.2,-22.91,8.48,-3.64,28.77
39240,0,4.62,3.05,7.13,-125.2,236.0,977.2,-9.4,16.02,-3.89,28.6
39260,2.78,1.32,0,0,-73.7,138.4,1032.2,-2.48,16.67,-3.46,27.86
39280,78.36,25.25,6.22,0,-28.1,154.8,989.6,1.82,19.27,1.49,28.43
39300,65.17,35.97,14.76,0,-41.4,131.4,885.6,10.83,20.59,2.93,28.56
39320,49.29,43.03,21.31,0,70.7,105.0,914.6,19.93,15.9,2.32,28.65
39340,28.28,54.17,27.54,5.52,36.4,61.2,811.1,19.92,11.46,5.72,29.06
39360,16.43,54.93,50.67,3.34,77.4,106.1,848.1,32.21,10.35,7.87,29.37
39380,4.55,52.08,64.41,4.03,68.4,33.4,872.8,26.82,4.86,-0.87,29.84
39400,8.18,46.44,73.5,0,122.6,26.6,829.5,26.87,3.53,2.52,29.73
39420,0,26.41,83.43,3.35,13.1,-11.0,795.5,26.07,-2.99,0.84,30.1
39440,1.26,14.21,82.88,11.04,-8.4,27.2,797.2,21.71,-9.95,-5.56,30.49
39460,0,12.62,80.27,23.82,105.9,-43.3,857.1,28.4,-10.17,-3.97,30.73
39480,2.78,3.81,68.61,30.15,-10.1,-106.1,870.8,21.87,-25.13,-1.3,30.94
39500,2.2,0.36,58.41,48.81,-57.0,-138.1,904.3,12.12,-18.43,-3.76,30.67
39520,0,0,36.8,60.59,66.9,-55.5,932.3,9.83,-28.54,-3.1,31.15
39540,0,2.42,27.66,68.38,36.3,-61.8,923.7,-3.42,-18.49,-0.95,31.09
39560,2.09,0.13,15.68,57.14,-111.7,-166.7,1039.6,-3.93,-19.39,1.68,31.13
39580,0,2.33,12.37,55.93,-102.1,-82.9,1009.7,-10.43,-15.05,4.35,31.05
39600,2.45,3.32,3.15,43.86,-10.4,-109.3,1033.6,-18.41,-10.92,4.46,30.76
39620,4.51,0.26,4.46,26.84,-52.1,-117.9,979.7,-25.25,-17.24,3.14,30.81
39640,6.37,0,0,16.18,-148.8,-46.1,1026.4,-26.48,-6.57,3.1,30.45
39660,4.68,1.46,3.72,9.95,-114.5,-89.7,972.2,-27.62,-7.96,1.28,30.51
39680,0,1.89,1.73,0.17,-50.6,-51.8,1016.5,-27.04,9.13,-0.17,30.15
39700,0,0,0.85,1.75,-81.6,52.7,962.1,-27.59,11.43,-0.49,29.84
39720,2.6,3.99,2.34,0,-62.9,142.4,955.9,-29.0,7.54,-1.58,29.52
39740,0,2.68,0,2.72,-174.4,125.5,959.4,-15.44,4.79,-0.46,29.48
39760,0,0.05,0,0,-112.7,51.9,999.3,-14.47,14.66,-5.81,29.21
39780,0,4.96,1.81,1.92,13.5,223.2,997.5,-16.23,20.5,-4.96,28.79
39800,0,0,0,0.86,36.3,175.7,997.0,-5.97,11.86,-0.67,28.41
39820,80.09,26.13,7.89,0,40.7,105.5,992.9,2.44,15.03,1.61,28.08
39840,73.6,31.53,12.45,0,-10.9,51.6,937.9,9.2,21.7,0.11,28.87
39860,55.88,43.2,21.58,0,139.8,131.6,893.4,15.89,20.55,3.5,28.62
39880,35.42,51.62,29.36,0,48.9,170.3,841.8,22.72,15.26,3.56,29.17
39900,22.42,60.44,44.94,2.45,136.4,187.9,823.7,20.29,10.91,4.91,29.4
39920,0,48.34,52.13,0.35,57.7,23.3,843.9,28.37,1.23,3.38,29.58
39940,5.13,49.42,74.42,5.08,77.8,67.6,808.9,28.99,7.31,2.68,29.83
39960,3.8,28.47,76.45,4.91,20.1,-8.1,807.4,37.32,2.86,-1.05,30.42
39980,0,22.96,87.24,14.18,90.2,-62.9,804.0,33.62,-7.43,-3.04,30.52
40000,0,15.97,81.63,14.26,1.6,-52.3,810.3,26.59,-4.55,-4.85,30.74
40020,0,9.19,74.36,34.72,39.0,-109.6,832.0,16.95,-17.65,-2.3,30.5
40040,2.55,6.68,62.59,47.41,-3.8,-51.7,902.7,18.12,-27.95,-6.77,30.74
40060,0,4.74,44.94,57.19,32.9,-153.3,909.6,10.07,-20.24,-6.44,30.77
40080,3.77,3.7,28.18,73.68,15.7,-85.8,1049.2,1.73,-12.33,5.32,30.83
40100,0,0,26.48,62.77,-45.9,-160.8,1009.7,-5.68,-22.15,2.98,30.79
40120,0,0,15.4,63.51,-68.0,-273.8,1011.3,-6.97,-12.67,4.22,30.64
40140,1.14,6.14,4.85,47.06,-85.4,-149.1,1004.9,-15.01,-14.03,6.04,31.31
40160,0,0,7.36,29.63,-31.8,-167.1,1021.4,-22.0,-15.2,6.14,30.81
40180,0,1.8,1.76,19.85,-169.7,-107.8,963.3,-24.3,-15.65,2.75,30.74
40200,2.57,0,1.73,11.64,-119.3,-50.6,901.0,-31.47,-4.36,4.45,30.37
40220,0,0,1.12,8.39,-144.8,18.4,1023.2,-34.4,-5.65,0.73,30.29
40240,3.06,1.82,0,2.75,-97.1,35.5,1046.1,-32.64,1.15,-3.87,29.46
40260,0,0,0,0,-71.7,85.1,968.3,-34.42,5.9,-6.97,29.42
40280,0,0.32,0,0,-34.9,7.6,975.4,-22.71,3.26,-5.47,29.42
40300,0,0,0,0,-96.1,130.3,960.3,-23.63,17.36,-4.66,28.93
40320,1.41,0,2.69,3.28,-4.7,239.1,1007.0,-20.39,11.86,-2.57,28.76
40340,3.81,0.44,2.26,0,61.6,177.2,963.7,-7.49,26.97,-8.09,28.02
40360,4.42,0,0,0,50.8,42.3,986.3,-0.33,20.94,0.81,27.92
40380,76.17,30.4,8.46,3.47,-31.9,101.2,967.1,1.56,19.93,0.5,28.17
40400,58.2,39.32,14.03,0,76.2,216.0,852.2,13.39,25.18,1.36,28.57
40420,36.63,53.67,21.61,0,83.7,97.9,903.7,24.85,27.44,2.54,29.07
40440,23.71,50.98,34.58,0,42.7,71.6,834.5,24.07,11.69,3.18,29.21
40460,12.41,59.22,58.49,1.55,104.3,35.9,816.1,24.65,7.17,6.69,29.48
40480,7.88,42.6,69.68,0,49.8,18.9,849.7,26.67,3.66,6.47,29.69
40500,0,33.88,75.86,1.22,74.0,-11.3,829.9,29.13,-3.01,2.91,29.96
40520,4.1,30.63,83.57,11.41,76.4,-16.5,796.1,33.43,-10.81,-3.44,30.62
40540,4.6,20.26,82.96,18.34,-31.9,-108.3,813.5,25.38,-3.91,-3.88,30.39
40560,0,6.94,80.09,28.86,80.1,-69.3,849.9,24.26,-19.94,-5.8,30.58
40580,2.57,2.94,60.76,42.58,70.7,-170.7,883.6,16.68,-10.94,-4.36,30.64
40600,0.36,1.01,45.95,53.73,53.4,-137.2,964.1,15.02,-12.66,-2.92,31.16
40620,8.45,0,37.23,60.02,-35.9,-99.7,963.4,7.67,-12.35,2.37,31.01
40640,2.79,2.63,20.59,66.84,12.5,-175.9,964.9,-2.54,-26.63,0.07,30.71
40660,3.46,0.7,11.24,53.5,36.4,-184.3,945.7,-7.36,-15.89,-1.79,31.11
40680,2.5,0,7.66,52.45,-142.0,-161.3,960.6,-16.27,-11.62,4.55,30.66
40700,1.83,0,1.47,34.18,-22.2,-78.4,1037.2,-22.1,-16.02,6.73,30.71
40720,3.22,3.53,1.28,23.04,-57.6,-59.0,1014.9,-22.26,-8.58,2.99,30.68
40740,0,1.65,3.73,8.11,-142.6,-68.8,1013.4,-26.67,-3.2,1.95,30.46
40760,0,1.83,0,5.36,-68.1,61.4,1028.0,-29.39,-2.93,4.57,30.28
40780,0,0,1.08,7.91,-106.7,19.7,1023.0,-35.38,4.0,-1.63,29.86
40800,0,0.31,2.88,0,-121.2,137.4,1115.4,-27.66,7.28,-4.36,30.11
40820,1.74,0,6.29,0,-115.1,151.8,978.1,-20.31,20.79,-4.99,29.69
40840,4.94,0,0,2.34,-32.0,178.1,1033.2,-23.01,2.75,-4.87,28.92
40860,2.05,4.94,0,3.43,-93.2,204.9,1029.6,-17.64,15.88,-4.59,28.7
40880,3.19,0,7.36,0,-45.8,119.2,990.0,-6.88,16.14,-3.14,28.41
40900,0,0,0,0.76,-41.0,115.2,1002.8,-3.73,14.35,-0.2,27.88
40920,72.92,22.23,2.32,3.89,46.4,164.1,1017.3,7.42,16.18,1.04,28.25
40940,63.03,38.22,13.91,0,101.6,97.6,938.6,8.85,25.85,4.74,28.6
40960,45.79,53.71,19.03,0,107.9,83.5,922.2,23.49,15.62,6.62,29.26
40980,23.21,54.13,37.42,0,146.5,6.7,865.7,24.16,19.02,5.3,29.31
41000,11.17,56.73,49.27,0,144.8,56.8,826.0,24.06,6.16,3.28,29.5
41020,0.5,48.24,68.01,3.15,50.6,130.6,779.7,29.25,12.28,5.45,30.01
41040,0,39.3,80.14,2.25,135.1,27.5,771.8,27.12,-0.82,4.45,30.0
41060,0,25.8,82.47,10.87,92.9,-71.6,794.6,26.16,-2.43,-1.38,30.29
41080,0.44,18.7,78.78,9.45,76.0,-31.7,838.9,27.14,4.2,-6.13,30.8
41100,2.71,6.08,79.47,24.13,64.2,-35.9,870.9,26.81,-18.28,-5.33,30.45
41120,5.87,2.31,66.13,39.49,72.4,-149.8,921.6,19.25,-23.59,-3.04,30.91
41140,0,0,53.35,50.67,-19.0,-137.3,907.2,12.81,-19.06,-3.23,31.17
41160,0,0.58,41.57,61.59,37.5,-106.7,985.3,6.0,-26.37,-0.85,31.23
41180,0,2.68,28.4,67.67,19.9,-148.6,1022.8,0.82,-19.91,2.99,31.07
41200,1.61,0.13,19.41,68.78,-92.6,-66.8,1024.5,-2.56,-28.04,0.65,31.07
41220,0,0,3.43,53.68,21.7,-102.8,995.9,-13.24,-13.26,3.76,30.96
41240,0,2.62,5.08,41.49,-103.1,-154.8,1057.0,-18.46,-8.9,1.66,30.37
41260,0,0,0,27.69,-109.9,-112.6,963.0,-24.92,-6.01,2.73,30.7
41280,0,0.59,3.55,10.8,-68.1,-85.6,959.7,-25.79,-10.34,2.21,30.14
