timestamp_ms,p0_n,p1_n,p2_n,p3_n,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,temp_c
19600,0,11.44,79.0,16.21,49.4,14.9,816.2,59.89,-11.34,-4.54,30.27
19620,1.01,12.33,81.03,22.12,98.3,61.3,877.4,47.0,-5.66,-3.71,30.39
19640,0,3.51,77.24,30.21,6.0,-159.6,874.2,43.93,-14.2,-5.17,30.79
19660,0,5.84,61.85,45.98,-30.7,-172.1,889.1,33.96,-14.24,-2.93,31.13
19680,0,0,49.77,54.27,59.2,-125.0,911.3,23.38,-21.53,-0.37,30.92
19700,1.02,6.14,30.32,63.24,13.6,-108.0,974.9,4.81,-16.56,-3.67,30.88
19720,0.85,1.35,26.17,65.66,-46.6,-69.0,984.9,-3.23,-24.06,-0.93,30.74
19740,0,1.83,17.95,54.91,-44.6,-177.2,1003.0,-19.17,-21.52,2.13,31.16
19760,4.25,3.8,6.59,45.08,-125.5,-325.1,978.8,-30.68,-17.37,5.93,30.97
19780,0,1.62,4.07,38.17,-56.5,-83.2,983.2,-41.78,-7.56,2.09,30.93
19800,2.93,0,1.87,24.55,-159.0,-144.8,986.8,-52.16,-8.53,4.72,30.74
19820,1.5,0.17,0.43,13.49,-162.1,-49.2,1000.6,-51.46,-12.41,3.92,30.77
19840,0.68,0,0,2.31,-170.0,-44.6,966.9,-58.65,3.95,0.1,30.65
19860,0,0,0,2.49,-62.6,72.0,1007.1,-58.97,-1.58,1.77,29.99
19880,2.22,0,0,0,-102.4,20.3,1004.1,-53.97,2.67,-4.25,29.92
19900,0.89,0,0.63,1.56,-124.9,43.2,992.5,-51.85,1.09,-4.63,29.58
19920,0,1.83,0,4.46,-21.6,80.8,1021.7,-50.62,14.87,-5.15,29.58
19940,3.11,0,4.34,1.08,-26.5,52.0,974.7,-36.25,16.29,-4.14,28.93
19960,0,1.45,3.24,1.47,12.7,80.3,973.0,-28.35,20.18,-0.86,28.76
19980,0,0.86,0,0,-49.8,120.1,993.4,-17.09,21.54,-2.09,28.32
20000,76.79,22.59,6.04,5.12,4.9,139.1,1019.4,-0.42,15.97,0.38,28.17
20020,67.91,30.54,6.65,0,-89.1,169.9,948.5,16.2,14.18,1.81,28.51
20040,55.14,43.12,13.81,0,3.1,167.3,843.4,27.32,15.2,6.24,29.11
20060,30.68,54.87,32.13,1.09,71.4,174.5,858.5,36.57,16.49,6.98,28.99
20080,23.34,48.74,31.98,1.39,29.9,54.9,845.5,45.15,17.78,8.36,29.21
20100,10.21,50.66,53.16,0,108.0,99.3,847.8,52.52,15.46,7.45,29.99
20120,2.95,47.47,57.77,0,129.4,-19.0,855.1,57.92,10.32,6.04,29.74
20140,3.37,37.9,74.81,2.78,108.8,75.8,763.6,56.85,-4.1,1.59,30.02
20160,0,29.37,87.12,4.08,46.1,-61.9,796.2,55.42,-4.01,-3.43,30.23
20180,0,17.11,83.81,14.1,156.9,-142.1,780.5,54.96,-3.39,-2.36,30.49
20200,0,6.59,75.63,20.66,111.0,-48.6,884.4,45.91,-10.93,-4.98,30.6
20220,0.98,1.6,64.1,39.77,106.6,-61.5,850.2,48.82,-12.23,-3.78,30.96
20240,0,2.1,55.85,46.13,-50.0,-27.3,947.3,30.27,-19.94,-2.7,31.05
20260,0.98,0,41.42,58.69,8.9,-58.0,920.7,15.61,-23.94,-0.53,31.21
20280,6.02,1.47,33.34,62.58,-64.9,-120.5,1027.3,6.17,-22.65,0.86,31.14
20300,0,0,22.15,65.43,-5.1,-182.8,994.1,-14.34,-8.58,0.73,31.22
20320,0.42,1.0,15.64,55.96,-37.4,-126.9,948.3,-21.68,-11.48,4.53,30.66
20340,0,0,8.63,40.42,-106.3,-83.0,998.3,-32.78,-16.28,3.71,30.51
20360,3.18,0.09,3.36,35.06,-100.7,-83.3,950.4,-46.15,-15.4,4.52,30.8
20380,0,0,5.59,19.91,-47.5,-88.2,983.0,-52.55,-11.05,3.17,30.67
20400,3.62,1.44,2.45,8.21,-81.7,9.3,1054.4,-52.52,-11.14,1.31,30.34
20420,0,0,0,3.87,-125.4,-11.3,983.0,-62.59,5.1,0.82,30.26
20440,3.64,0,0,0,-58.4,64.0,994.3,-55.47,1.1,-3.58,30.12
20460,0.4,0,0.22,3.16,2.7,59.0,1004.9,-52.93,7.31,-3.31,29.56
20480,2.33,0.03,0,0.02,-85.3,84.6,969.5,-46.03,18.07,-0.51,29.33
20500,0,0.24,0.82,3.33,-66.7,48.6,982.1,-43.14,22.42,-5.02,29.03
20520,0,2.05,1.99,0.19,-51.0,164.4,951.6,-27.22,21.61,-2.67,28.71
20540,0,2.18,2.07,0,10.5,124.7,981.4,-20.21,20.52,-0.97,28.37
20560,0,1.63,0,0,31.2,126.3,971.1,-5.7,21.13,3.16,28.77
20580,77.88,20.63,5.81,0.52,29.5,159.1,947.1,9.66,12.51,2.64,27.94
20600,64.03,35.74,12.49,0,31.2,228.1,1007.0,19.19,23.55,4.39,28.22
20620,47.59,50.87,19.27,0,128.0,124.3,898.2,31.2,12.93,6.03,28.77
20640,25.9,56.06,31.59,1.96,-3.1,-19.8,888.2,40.05,11.76,5.4,29.08
20660,16.91,57.64,45.75,1.54,96.8,82.2,841.4,51.46,8.53,1.17,29.8
20680,6.13,53.32,57.52,0,74.7,62.5,827.3,55.62,9.5,5.21,29.71
20700,0,44.6,72.54,0,41.8,119.6,805.0,55.77,-5.49,-2.24,29.62
20720,0,29.88,80.2,5.92,106.1,-47.8,771.9,59.85,0.69,1.43,30.18
20740,0,17.71,82.25,11.16,185.9,-65.0,807.2,56.89,-1.9,-3.81,30.75
20760,1.58,16.55,85.61,16.16,26.5,-46.3,861.5,49.5,-6.16,-5.7,30.73
20780,0,11.21,69.9,29.08,102.9,-120.5,878.8,51.43,-14.97,-1.55,30.76
20800,5.73,6.73,64.74,42.67,125.6,-144.9,954.3,36.87,-16.9,1.63,31.04
20820,0,0.87,44.03,52.66,78.9,-207.6,893.9,18.04,-19.3,-3.39,31.21
20840,0,2.18,33.48,63.14,27.4,-193.4,949.6,7.89,-24.03,-2.02,30.82
20860,0,1.61,19.6,63.78,-62.0,-95.7,963.5,-1.21,-18.85,-2.47,30.79
20880,0,0,8.95,59.11,16.5,-220.8,997.7,-13.19,-24.48,2.21,30.84
20900,2.72,0,2.49,50.53,15.1,-142.6,1014.9,-28.44,-17.44,4.03,30.95
20920,0,6.42,7.65,42.36,-149.7,-237.3,1010.0,-39.57,-14.4,10.62,30.83
20940,0,2.29,3.3,24.98,-58.1,-53.6,961.8,-47.69,-22.19,6.67,30.71
20960,0.62,0,4.08,12.66,-235.0,-19.1,1004.1,-56.29,-9.18,2.69,30.36
20980,1.08,0.88,0,6.23,-140.1,-43.5,991.0,-60.59,-1.56,1.82,30.35
21000,0,2.55,2.07,3.86,-104.7,6.1,972.1,-57.98,-2.68,2.01,30.28
21020,0.85,1.13,0,7.75,-63.9,-39.4,998.9,-62.16,-0.48,-1.46,29.94
21040,1.1,0,2.93,0,-91.6,-31.4,955.7,-55.16,7.78,-4.64,29.69
21060,0,0,3.51,0,-100.5,163.0,965.2,-48.63,6.29,-5.3,29.25
21080,2.34,5.04,0,0,-28.8,121.7,1000.6,-36.5,15.66,-7.89,28.95
21100,0,0,0,0,55.7,152.7,997.9,-25.31,23.67,-1.36,28.51
21120,0,0,0,1.9,102.3,165.3,1024.8,-14.64,18.21,-2.54,28.15
21140,0,2.55,2.94,3.27,63.4,116.0,978.2,-1.68,21.42,0.39,28.13
21160,69.68,31.52,8.98,2.68,-107.6,126.6,965.5,10.84,13.5,4.31,28.26
21180,57.32,36.4,13.67,0.39,33.4,127.6,924.4,20.93,23.25,6.0,28.85
21200,39.79,50.6,27.89,3.28,34.3,161.5,861.6,38.13,9.39,3.29,28.95
21220,26.51,54.73,37.66,2.98,12.7,19.2,894.7,47.92,14.55,7.21,29.15
21240,11.96,57.52,47.95,6.59,162.0,57.9,895.6,50.53,8.04,5.11,29.72
21260,2.47,50.06,63.77,0,80.2,74.5,756.2,53.41,-1.09,2.64,29.82
21280,0,37.55,72.78,0,93.3,-40.4,777.5,59.97,6.61,-2.07,30.15
21300,0,27.29,83.53,6.18,107.8,12.2,829.7,62.29,0.16,-1.35,30.08
21320,2.83,20.67,80.58,8.64,30.3,-71.4,820.7,56.39,-10.84,-3.86,30.76
21340,2.55,10.71,76.56,22.27,68.2,-111.8,859.7,45.5,-14.03,-4.63,30.75
21360,0,7.85,65.42,36.14,164.6,-110.7,834.1,43.76,-20.64,-5.96,31.03
21380,0,2.84,56.72,48.42,96.4,-181.3,820.2,30.47,-14.97,-4.61,30.93
21400,0,0,47.32,64.11,53.9,-84.0,935.6,18.06,-19.21,-1.35,30.93
21420,0,0,28.07,60.49,31.8,-157.7,926.0,7.83,-16.33,1.62,30.78
21440,0,0.76,24.39,58.27,70.0,-204.8,952.2,-4.66,-16.84,1.13,30.89
21460,0.81,0,11.53,57.41,-18.2,-99.0,990.0,-20.35,-21.53,3.85,30.94
21480,0,1.54,5.69,45.82,24.0,-84.3,1014.8,-34.01,-12.7,5.42,30.58
21500,0,5.06,1.7,28.89,-30.7,-134.7,971.4,-47.31,-6.06,4.4,30.74
21520,0,1.46,2.72,17.51,-97.8,-117.9,1008.1,-51.63,-10.41,10.95,30.57
21540,1.36,0,5.07,15.31,-76.4,-56.6,985.1,-56.26,-10.39,1.09,30.4
21560,0,0,1.4,8.42,-112.0,42.3,996.5,-54.65,8.9,1.8,30.08
21580,0.04,1.01,4.41,3.87,-129.5,-43.3,1050.0,-59.3,-2.7,-0.08,29.89
21600,0,0,4.54,0,-48.1,58.1,1033.3,-57.98,6.15,1.19,29.82
21620,0,0,1.17,0,-100.4,65.4,1040.6,-49.18,8.87,-0.24,29.17
21640,0,3.39,0,2.33,-56.0,147.6,1040.2,-44.96,13.51,-4.78,29.36
21660,3.38,0,1.12,3.0,-132.4,89.3,1002.7,-29.48,2.75,-6.28,29.02
21680,1.87,0,0.5,0,-60.0,99.5,1028.3,-26.72,16.87,-2.08,28.71
21700,0,0,0,5.8,-35.5,207.5,947.3,-10.99,26.71,-4.45,27.67
21720,75.67,23.34,3.97,3.94,5.6,114.4,986.5,0.44,24.3,-0.7,28.25
21740,68.2,34.43,13.73,0.09,37.9,127.5,931.6,9.41,20.9,4.22,28.49
21760,52.87,47.78,18.9,3.18,57.2,157.6,863.1,26.13,19.32,2.49,28.89
21780,27.85,59.69,27.68,0,37.3,37.3,907.6,39.35,16.36,10.93,29.0
21800,12.08,55.94,39.76,1.53,64.8,148.6,848.9,44.01,6.64,6.62,29.67
21820,10.7,53.01,61.73,2.9,50.4,44.5,831.2,54.06,10.12,1.48,29.68
21840,4.01,49.0,67.54,7.37,43.6,118.0,797.3,60.0,0.33,4.34,29.95
21860,0,32.28,83.63,2.08,113.7,-50.2,812.2,55.27,-3.69,-1.82,30.11
21880,7.75,22.51,85.22,6.66,171.3,-59.3,782.4,63.83,-5.55,-1.23,30.43
21900,0.27,12.72,80.73,13.69,23.1,-57.6,821.3,51.59,-3.45,-2.23,30.59
21920,0,6.56,76.14,22.32,29.6,-78.6,816.1,45.95,-15.11,-9.98,30.36
21940,0,0.57,67.22,38.74,43.7,-189.7,863.7,34.16,-16.32,-4.84,30.94
21960,0,0,52.17,57.29,6.2,-136.8,879.2,27.15,-18.28,-5.28,31.03
21980,0,1.2,35.81,56.83,-14.2,-175.6,914.8,14.83,-18.66,-2.85,31.04
22000,0.64,0,23.52,71.98,2.6,-151.6,1034.4,-1.18,-28.42,-3.42,30.53
22020,0.28,0,11.34,52.83,34.6,-126.5,990.8,-12.76,-15.94,-1.41,31.09
22040,2.26,0,7.99,51.18,-12.7,-140.6,988.3,-23.08,-12.59,2.62,31.27
22060,3.59,0,5.16,37.71,-91.3,-156.2,990.2,-37.62,-27.31,2.37,30.83
22080,0,0,3.63,23.08,-28.3,-198.9,1046.4,-50.31,-11.34,4.21,30.74
22100,1.64,6.34,1.52,12.32,-78.2,-141.4,1007.6,-51.01,-6.63,4.26,30.6
22120,1.65,0,5.94,6.15,-44.6,29.2,996.5,-57.26,-4.74,5.18,30.34
22140,0,0,0.46,4.3,-103.9,-38.7,976.2,-63.06,-0.98,1.65,30.08
22160,0.94,0,0,0,-95.1,-32.2,1049.7,-52.95,7.56,-1.32,29.8
22180,0,0,2.15,6.82,3.1,-24.1,955.6,-53.54,2.5,-3.46,29.53
22200,0,0,4.26,0,-33.5,49.8,1047.1,-46.12,6.12,-5.71,29.3
22220,5.34,8.32,0,0,-64.9,76.6,978.9,-37.7,11.53,-7.46,28.97
22240,0.24,1.48,0,0,-62.8,77.8,961.7,-23.78,16.9,-4.99,28.96
22260,1.02,0,1.16,0,-40.1,47.9,1018.7,-12.62,25.23,-6.71,28.91
22280,5.96,1.95,0,0.9,51.1,186.2,993.6,-8.08,13.6,-2.57,28.31
22300,71.24,29.97,12.45,0.17,-15.6,223.2,950.9,13.07,26.79,-1.55,28.47
22320,58.57,37.85,10.67,0,29.3,55.8,973.5,22.87,20.18,2.26,28.49
22340,37.22,50.77,18.07,0,51.1,151.0,875.0,30.61,21.34,4.86,28.88
22360,22.67,53.98,35.1,0,52.2,128.4,882.7,45.64,13.35,3.29,29.03
22380,13.42,57.13,48.43,1.46,80.9,82.9,898.4,49.18,4.94,1.2,29.54
22400,1.6,50.2,67.31,0,86.0,-46.5,797.8,60.67,-0.61,2.02,29.67
22420,0.9,36.26,66.7,0.52,132.3,-43.3,842.7,54.22,0.24,-0.33,29.77
22440,0,33.92,85.33,4.5,69.9,-40.1,772.2,61.44,-4.88,-0.0,30.45
22460,1.79,26.4,85.79,12.39,122.8,-57.1,785.7,55.66,-4.53,-2.61,30.29
22480,0.49,8.62,76.19,21.46,77.4,-54.0,811.5,53.09,-2.57,-5.09,30.44
22500,1.17,4.13,68.31,33.17,104.3,-30.5,866.5,41.58,-6.11,-5.59,30.39
22520,2.76,4.23,63.45,48.02,37.1,-109.6,853.4,36.08,-24.92,-7.27,30.89
22540,2.84,0,42.24,56.97,-11.0,-236.1,931.2,15.67,-17.31,-6.53,30.53
22560,0,1.13,32.44,61.43,-3.5,-120.6,1006.0,3.84,-5.59,-1.88,30.86
22580,0.02,0.35,14.38,57.81,-126.5,-234.5,1011.0,-0.5,-22.56,3.5,31.05
22600,2.73,0,8.08,62.01,8.5,-77.6,1035.0,-14.35,-13.44,3.02,30.75
22620,0,0,4.89,42.34,-44.5,-111.0,987.5,-36.7,-21.17,2.94,31.09
22640,0,3.65,5.63,37.14,-88.1,-86.9,996.7,-44.15,-22.52,3.55,30.97
22660,0,3.47,7.74,21.55,-182.7,-67.3,1051.2,-48.47,-5.11,6.66,30.87
22680,3.88,0.78,0,17.43,-23.6,-14.4,967.2,-55.68,-8.49,6.83,30.55
22700,0,1.63,0,9.47,-117.8,-48.0,986.5,-59.9,10.67,0.01,30.28
22720,0,0,1.32,3.9,-99.3,7.4,967.2,-59.45,5.99,-3.43,30.14
22740,4.35,1.62,1.29,2.84,-119.5,70.3,1015.4,-57.17,-0.34,0.25,29.48
22760,1.1,0.81,1.02,0.93,-120.2,91.2,987.6,-52.27,13.94,-0.21,29.62
22780,3.22,0,0.88,0,-154.0,-22.3,1010.7,-43.38,9.23,-6.74,29.3
22800,0,1.89,3.25,0,-89.1,181.2,976.1,-39.25,10.26,-5.2,28.95
22820,2.0,0,0,0,-62.5,80.2,1005.9,-22.21,17.46,-8.49,28.64
22840,2.19,4.34,1.74,0.81,33.6,140.4,962.0,-11.5,12.09,-6.41,28.25
22860,83.25,23.6,0,2.41,11.9,155.3,972.2,8.54,17.92,-1.48,28.12
22880,71.97,39.94,15.52,0,-24.6,63.9,958.5,15.79,11.25,0.08,28.28
22900,48.8,39.33,16.99,0.57,89.6,46.6,904.5,27.93,20.52,2.7,28.49
22920,33.03,56.19,26.01,0,43.0,99.6,866.6,38.3,11.58,3.49,29.12
22940,17.69,60.5,42.08,0,116.4,200.5,839.1,47.4,8.78,3.62,29.24
22960,10.74,56.31,61.12,0,183.0,159.4,816.9,51.68,16.5,-1.07,29.45
22980,4.98,49.95,65.3,5.48,115.3,119.0,800.2,57.94,4.59,1.41,29.39
23000,0,38.4,78.54,4.35,16.3,-4.6,774.4,63.16,2.44,-0.13,30.27
23020,0,23.07,83.5,7.86,169.7,-96.7,821.1,57.27,-17.62,-2.61,30.41
23040,0,17.64,80.59,23.34,140.3,-128.2,810.0,53.62,-6.57,-4.96,30.67
23060,0,9.13,74.38,25.13,67.3,10.7,866.7,47.53,-6.83,-4.22,30.55
23080,1.09,0,63.14,39.23,107.3,-106.8,916.4,40.83,-18.84,-5.71,30.57
23100,0.53,1.07,55.03,51.41,91.6,-87.7,905.8,28.77,-22.08,-2.34,30.52
23120,2.27,0,36.42,62.71,-26.4,-80.2,926.2,16.04,-14.1,-2.51,30.85
23140,0,0,31.5,58.44,-9.6,-127.6,977.9,4.56,-18.35,-0.41,30.64
23160,2.03,0,19.34,60.49,-42.1,-140.3,996.7,-12.2,-23.45,3.26,30.89
23180,5.06,0.54,9.18,53.23,-66.8,-207.0,989.6,-28.22,-23.36,1.44,30.87
23200,0.54,4.87,1.6,32.68,11.0,-132.5,948.0,-37.03,-19.89,4.9,30.71
23220,0,0,4.14,24.23,-151.5,-59.9,1000.0,-48.99,-13.19,3.0,30.94
23240,0.76,0,2.82,13.81,-92.3,-37.6,1090.0,-53.95,-9.47,8.94,30.43
23260,3.93,2.51,1.83,10.89,-133.2,12.2,968.8,-55.41,-12.51,4.51,30.46
23280,0.75,0,0.32,9.97,-95.7,36.3,991.2,-60.48,6.64,1.82,30.37
23300,0,0,0,0.57,-45.5,32.4,997.1,-57.15,4.64,-0.03,29.81
23320,3.05,3.23,0,2.08,-126.8,68.0,1027.7,-57.78,5.31,-8.0,29.75
23340,0.54,3.54,3.31,0,-131.3,40.4,997.6,-44.36,24.11,-4.3,29.44
23360,2.03,2.88,0,0.86,-57.9,88.4,1028.8,-33.34,12.57,-6.58,29.25
23380,0.48,0,3.39,3.39,-81.5,158.5,990.6,-31.44,7.14,-1.01,28.99
23400,0,4.03,0,0.52,72.9,190.3,970.4,-10.69,8.86,-3.97,28.45
23420,0,0,0.48,4.32,-57.5,191.2,978.8,-4.83,17.08,-1.36,28.1
23440,74.91,27.34,6.22,1.43,24.9,247.9,980.3,4.78,16.99,1.38,28.33
23460,57.93,42.8,10.07,0,17.4,170.9,975.0,25.11,16.63,1.0,28.6
23480,45.2,50.66,22.86,0,89.6,225.1,865.0,27.51,19.42,5.27,28.98
23500,26.47,55.64,31.6,0,36.2,88.3,850.9,41.76,17.0,0.52,28.84
23520,17.07,49.56,44.15,0,-1.2,48.5,807.6,52.17,4.77,6.48,29.59
23540,6.73,49.98,53.74,3.36,155.5,-33.6,803.1,57.97,8.47,2.62,29.65
23560,2.7,44.32,73.24,1.18,87.3,78.4,798.6,61.79,7.34,3.44,29.98
23580,0,38.82,83.24,8.51,40.1,64.2,796.0,57.97,-4.49,0.71,30.1
23600,5.65,21.63,85.22,12.47,119.3,10.5,778.0,60.58,-4.66,-2.04,30.36
23620,1.17,8.64,79.64,19.81,49.2,-21.0,798.5,56.12,-14.7,-2.87,30.19
23640,0,7.05,72.49,30.76,2.0,-189.6,851.0,43.09,-24.69,-4.11,30.7
23660,0,2.07,58.81,44.91,73.8,-79.0,862.6,35.04,-19.54,-3.85,30.67
23680,3.8,0,48.35,51.02,103.3,-212.9,911.9,23.36,-26.5,-2.07,31.07
23700,3.26,2.29,29.74,66.68,51.2,-183.8,961.4,7.6,-13.11,-2.03,31.05
23720,1.3,0,19.18,64.25,37.5,-132.5,966.2,-3.55,-19.21,-0.43,30.78
23740,0,1.78,12.65,62.48,-74.2,-19.5,1033.4,-19.71,-19.66,-2.2,30.95
23760,0,0,3.46,51.58,28.9,-135.9,987.1,-31.49,-23.34,4.22,30.77
23780,0,0,4.39,40.57,-34.7,-146.0,1012.9,-35.73,-20.93,8.98,30.56
23800,1.15,0,0,24.16,-38.5,-31.8,1025.3,-50.34,-10.69,0.58,30.7
23820,0,0,0.59,11.95,-58.2,-160.5,1038.0,-55.29,-8.21,2.84,30.35
23840,4.37,0,0,6.25,-95.7,-43.8,1026.9,-61.95,-2.33,1.57,30.61
23860,0,0.22,1.07,2.48,-79.7,54.5,1002.3,-57.74,3.71,1.07,30.33
23880,1.05,0,5.71,0,-60.4,0.2,1044.1,-53.09,3.89,-0.49,29.84
23900,1.39,0,0,0.44,-107.9,41.8,983.3,-50.78,8.04,-2.32,29.5
23920,0,4.42,0,1.92,-54.1,82.8,950.0,-43.96,17.17,-2.57,29.42
23940,0,0,3.79,0.68,-85.6,108.5,991.1,-38.29,19.47,-4.02,29.01
23960,0,2.11,0,0,-128.9,21.0,1033.5,-19.3,15.34,0.15,28.81
23980,0.45,0,0.27,2.66,-77.0,161.2,966.6,-6.83,24.3,-1.0,27.86
24000,77.98,19.89,3.68,3.33,3.7,172.1,1005.6,-0.59,13.13,0.51,28.05
24020,72.61,32.94,11.44,0.16,106.4,158.5,968.8,11.83,19.33,3.73,28.62
24040,57.67,37.53,21.04,3.37,29.4,200.4,947.9,23.0,19.46,2.79,28.73
24060,32.27,52.26,27.0,0.53,111.6,118.3,868.4,36.96,12.47,3.99,28.81
24080,22.04,55.77,40.18,0,97.2,94.5,819.6,44.19,21.33,3.15,29.3
24100,6.28,54.31,51.79,4.84,35.6,75.4,860.0,54.6,0.92,4.79,29.44
24120,7.15,45.83,66.12,3.98,179.9,29.1,776.6,53.44,4.81,2.35,29.52
24140,0,39.63,80.24,2.47,168.7,68.2,779.7,55.86,7.94,2.6,30.35
24160,1.02,30.07,85.43,8.94,214.7,-30.6,794.8,57.37,0.26,-1.56,30.15
24180,0.17,16.16,81.03,16.17,118.8,-28.4,822.9,53.99,-8.74,-1.62,30.48
24200,1.5,2.97,78.41,27.43,127.1,-76.1,886.3,41.64,-3.33,-5.87,30.95
24220,4.93,11.12,67.18,29.8,61.2,-237.9,857.9,38.88,-15.81,-3.18,31.12
24240,0,0,55.51,51.5,-23.5,-63.2,904.0,25.14,-10.92,-2.2,30.74
24260,0,6.72,35.63,60.25,42.4,-189.4,880.6,16.03,-23.98,-1.38,31.29
24280,2.03,0,29.16,64.68,-11.9,-170.4,1013.2,3.75,-15.45,-0.81,31.11
24300,0,3.01,19.51,63.76,22.4,-194.8,958.8,-5.45,-23.66,-1.87,31.35
24320,4.42,1.41,4.27,65.43,-32.1,-82.9,993.5,-17.23,-20.2,1.46,31.12
24340,3.16,3.79,4.05,43.77,22.0,-90.3,991.9,-36.72,-14.66,4.36,30.62
24360,0.63,0,6.37,32.97,-180.4,-136.6,1024.1,-44.08,-6.2,0.04,30.86
24380,0,2.14,2.32,22.95,-117.0,-47.6,981.6,-48.99,-11.2,1.05,30.82
24400,0,0,0,11.6,2.0,-94.5,1018.7,-55.55,-4.74,2.47,30.61
24420,2.92,2.51,0,6.17,-244.0,7.0,1055.3,-58.6,0.51,-2.9,29.62
24440,0,0,8.0,1.85,-100.5,-44.2,994.2,-57.3,4.15,-1.11,30.17
24460,0.24,0,4.99,0.88,-85.2,68.8,1016.3,-60.28,7.09,0.19,29.77
24480,1.13,0,0,1.52,-22.6,90.7,971.3,-52.89,5.81,-2.5,29.49
24500,1.62,0,0,5.18,1.3,129.5,984.4,-41.95,15.26,-4.75,29.26
24520,0,0,0,0,-51.8,98.2,1050.3,-30.14,19.11,-6.21,28.68
24540,1.93,0,0,0,-20.5,111.4,994.9,-17.73,26.78,-4.29,28.71
24560,0,0.99,0,0,-64.8,64.0,1022.0,-6.6,16.38,-1.25,28.15
24580,81.34,29.65,3.8,1.72,-13.9,161.6,981.2,4.73,14.07,0.63,28.37
24600,64.22,34.43,10.39,0,6.2,86.3,983.2,23.19,11.09,6.59,28.41
24620,50.58,43.32,18.8,0,6.1,64.4,933.9,31.67,16.48,3.39,28.68
24640,31.81,57.78,29.22,0,127.5,96.8,864.9,43.55,20.75,3.64,29.31
24660,10.08,60.93,44.63,2.63,162.9,3.7,821.2,49.2,9.29,7.09,29.46
24680,2.38,51.05,60.29,0.94,158.7,108.6,844.9,55.24,4.97,-1.91,29.72
24700,1.84,44.35,68.66,4.52,155.1,81.9,849.1,59.52,-1.84,-0.6,30.0
24720,7.16,36.75,78.8,4.7,53.1,15.5,800.1,60.95,0.96,0.76,30.37
24740,0,19.97,87.39,13.79,140.5,-116.7,863.2,60.99,-3.15,1.07,30.58
24760,1.99,8.8,80.02,13.91,137.4,-28.9,836.9,47.07,-10.85,-5.11,30.27
24780,0.43,7.53,72.39,30.87,73.7,5.3,899.7,40.33,-9.87,-4.21,30.5
24800,0,6.44,63.0,45.03,-45.3,-99.3,875.2,35.18,-13.35,-4.65,30.81
24820,1.98,2.9,47.81,49.82,44.9,-182.2,870.5,27.16,-14.05,-4.15,30.86
24840,0,0,29.12,67.2,106.9,-130.7,942.4,14.25,-31.31,-1.35,31.2
24860,1.47,0,24.04,63.38,-103.4,-102.4,960.7,4.9,-19.66,-2.04,30.87
24880,0,1.43,12.11,59.46,57.0,-127.5,1007.0,-14.29,-22.76,4.49,30.91
24900,2.93,0,10.19,51.05,-98.1,-183.1,1059.6,-25.69,-16.9,4.42,30.86
24920,0,0,8.91,38.28,5.5,-68.6,984.8,-41.24,-10.76,3.93,30.4
24940,3.44,0,3.04,26.32,-65.0,-187.2,1044.4,-50.33,-11.99,4.0,30.75
24960,0,0,0,16.37,-88.8,-140.4,1033.6,-52.86,-9.87,2.78,30.56
24980,2.33,0.4,0.56,11.51,-90.3,37.7,994.8,-63.24,-1.56,2.94,30.53
25000,0,3.6,0,1.88,-24.4,20.0,908.5,-59.82,1.93,0.24,30.2
25020,0,0,0,1.04,-116.4,68.1,955.4,-54.06,10.63,0.2,29.54
25040,1.08,5.6,5.44,2.8,-68.6,95.1,1001.8,-56.93,3.88,-4.58,29.88
25060,1.24,0,2.27,1.57,-40.6,181.8,1046.4,-42.62,2.69,-4.18,29.41
25080,0,0,0,0,-65.3,174.1,1023.2,-32.76,21.6,-5.18,29.08
25100,0,0.63,3.77,2.67,-63.6,199.1,1007.8,-26.13,15.29,-2.53,28.81
25120,4.3,0,0,1.8,-46.6,105.4,1006.4,-12.71,18.65,-1.6,28.34
25140,0,0,2.19,0,11.7,230.5,966.9,0.23,16.87,0.47,28.2
25160,70.15,30.97,9.68,1.46,28.1,86.1,965.1,10.76,26.35,2.21,28.75
25180,56.64,47.5,15.84,1.78,44.5,90.5,912.0,26.83,9.86,3.18,28.7
25200,37.8,48.79,23.25,0,19.6,189.8,885.5,36.56,16.62,6.68,28.84
25220,27.4,54.71,34.44,0,176.6,28.7,879.2,40.84,14.24,7.89,29.13
25240,11.14,58.25,53.89,1.83,158.1,63.1,820.5,49.46,11.85,4.95,29.32
25260,9.71,47.3,63.76,0.62,131.5,-14.8,765.8,56.14,-4.19,1.03,30.15
25280,0,39.87,73.17,0,32.5,99.8,760.6,61.53,-0.77,1.74,30.33
25300,0.88,28.7,77.82,2.97,70.3,62.7,811.4,58.1,-3.6,1.06,30.61
25320,0.63,21.62,90.05,8.95,30.1,-7.2,814.9,51.56,-14.06,-4.63,30.68
25340,0,11.21,83.08,21.6,91.4,-38.1,763.4,50.84,-6.14,-2.77,30.7
25360,0,0,69.52,32.98,64.2,-116.7,898.0,40.92,-25.81,-4.59,30.88
25380,0,8.17,51.57,46.02,4.0,-122.8,878.0,29.75,-13.24,-3.77,30.78
25400,0,7.37,45.15,59.07,34.9,-145.1,924.6,20.29,-16.87,-1.68,30.44
25420,0.89,0.31,29.23,64.95,36.9,-257.8,1004.7,6.95,-17.96,1.21,30.96
